dataset,comparison,LPIPS
places_365_train,base,0.379950
places_365_train,base,0.787677
places_365_train,base,0.557154
places_365_train,base,0.234195
places_365_train,base,0.398004
places_365_train,base,0.222976
places_365_train,base,0.450372
places_365_train,base,0.788712
places_365_train,base,0.539199
places_365_train,base,0.715551
places_365_train,base,0.588564
places_365_train,base,0.636261
places_365_train,base,0.491885
places_365_train,base,0.381760
places_365_train,base,0.451277
places_365_train,base,0.476750
places_365_train,base,0.566158
places_365_train,base,0.469740
places_365_train,base,0.320700
places_365_train,base,0.381736
places_365_train,base,0.215095
places_365_train,base,0.653364
places_365_train,base,0.291182
places_365_train,base,0.253778
places_365_train,base,0.516082
places_365_train,base,0.417204
places_365_train,base,0.391017
places_365_train,base,0.381787
places_365_train,base,0.544835
places_365_train,base,0.694911
places_365_train,base,0.369681
places_365_train,base,0.394258
places_365_train,base,0.730748
places_365_train,base,0.495439
places_365_train,base,0.477905
places_365_train,base,0.769445
places_365_train,base,0.448769
places_365_train,base,0.496411
places_365_train,base,0.558572
places_365_train,base,0.521048
places_365_train,base,0.742899
places_365_train,base,0.513447
places_365_train,base,0.268485
places_365_train,base,0.467289
places_365_train,base,0.523363
places_365_train,base,0.578524
places_365_train,base,0.523923
places_365_train,base,0.453376
places_365_train,base,0.460896
places_365_train,base,0.670429
places_365_train,base,0.514268
places_365_train,base,0.263381
places_365_train,base,0.333083
places_365_train,base,0.313338
places_365_train,base,0.330901
places_365_train,base,0.216126
places_365_train,base,0.333001
places_365_train,base,0.496805
places_365_train,base,0.346303
places_365_train,base,0.569810
places_365_train,base,0.212635
places_365_train,base,0.245229
places_365_train,base,0.422070
places_365_train,base,0.702293
places_365_train,base,0.396195
places_365_train,base,0.625799
places_365_train,base,0.456123
places_365_train,base,0.494907
places_365_train,base,0.324065
places_365_train,base,0.373586
places_365_train,base,0.414189
places_365_train,base,0.527171
places_365_train,base,0.731202
places_365_train,base,0.468460
places_365_train,base,0.579488
places_365_train,base,0.441664
places_365_train,base,0.390228
places_365_train,base,0.544343
places_365_train,base,0.349331
places_365_train,base,0.314577
places_365_train,base,0.685405
places_365_train,base,0.359869
places_365_train,base,0.423577
places_365_train,base,0.414916
places_365_train,base,0.312754
places_365_train,base,0.276750
places_365_train,base,0.403897
places_365_train,base,0.688854
places_365_train,base,0.533930
places_365_train,base,0.652552
places_365_train,base,0.366166
places_365_train,base,0.663049
places_365_train,base,0.446480
places_365_train,base,0.718773
places_365_train,base,0.380686
places_365_train,base,0.436367
places_365_train,base,0.429017
places_365_train,base,0.677562
places_365_train,base,0.428180
places_365_train,base,0.526233
places_365_train,base,0.504341
places_365_train,base,0.440052
places_365_train,base,0.325406
places_365_train,base,0.521559
places_365_train,base,0.412774
places_365_train,base,0.699029
places_365_train,base,0.330467
places_365_train,base,0.336925
places_365_train,base,0.691799
places_365_train,base,0.433820
places_365_train,base,0.715985
places_365_train,base,0.244157
places_365_train,base,0.345543
places_365_train,base,0.698590
places_365_train,base,0.558194
places_365_train,base,0.252001
places_365_train,base,0.291935
places_365_train,base,0.430409
places_365_train,base,0.585757
places_365_train,base,0.677913
places_365_train,base,0.500790
places_365_train,base,0.429627
places_365_train,base,0.571922
places_365_train,base,0.651924
places_365_train,base,0.483275
places_365_train,base,0.305964
places_365_train,base,0.497101
places_365_train,base,0.680809
places_365_train,base,0.402519
places_365_train,base,0.632118
places_365_train,base,0.537933
places_365_train,base,0.723885
places_365_train,base,0.390331
places_365_train,base,0.369275
places_365_train,base,0.173970
places_365_train,base,0.650306
places_365_train,base,0.425940
places_365_train,base,0.360982
places_365_train,base,0.707148
places_365_train,base,0.521525
places_365_train,base,0.671685
places_365_train,base,0.394968
places_365_train,base,0.514344
places_365_train,base,0.707622
places_365_train,base,0.278188
places_365_train,base,0.520214
places_365_train,base,0.351891
places_365_train,base,0.507372
places_365_train,base,0.698737
places_365_train,base,0.691347
places_365_train,base,0.541252
places_365_train,base,0.474093
places_365_train,base,0.532289
places_365_train,base,0.479093
places_365_train,base,0.495001
places_365_train,base,0.668398
places_365_train,base,0.265631
places_365_train,base,0.523901
places_365_train,base,0.287151
places_365_train,base,0.342925
places_365_train,base,0.456657
places_365_train,base,0.270072
places_365_train,base,0.429122
places_365_train,base,0.473744
places_365_train,base,0.551956
places_365_train,base,0.297755
places_365_train,base,0.365211
places_365_train,base,0.668892
places_365_train,base,0.328828
places_365_train,base,0.497687
places_365_train,base,0.549613
places_365_train,base,0.700048
places_365_train,base,0.378481
places_365_train,base,0.587558
places_365_train,base,0.577240
places_365_train,base,0.505979
places_365_train,base,0.733684
places_365_train,base,0.277615
places_365_train,base,0.461417
places_365_train,base,0.593912
places_365_train,base,0.443514
places_365_train,base,0.458389
places_365_train,base,0.348076
places_365_train,base,0.356117
places_365_train,base,0.551325
places_365_train,base,0.421244
places_365_train,base,0.675089
places_365_train,base,0.668372
places_365_train,base,0.727331
places_365_train,base,0.136451
places_365_train,base,0.555887
places_365_train,base,0.271636
places_365_train,base,0.425053
places_365_train,base,0.435577
places_365_train,base,0.557346
places_365_train,base,0.465182
places_365_train,base,0.592329
places_365_train,base,0.464910
places_365_train,base,0.330875
places_365_train,base,0.179537
places_365_train,base,0.727122
places_365_train,base,0.574348
places_365_train,base,0.463127
places_365_train,base,0.649168
places_365_train,base,0.393060
places_365_train,base,0.352514
places_365_train,base,0.632768
places_365_train,base,0.415304
places_365_train,base,0.618702
places_365_train,base,0.337755
places_365_train,base,0.512278
places_365_train,base,0.412544
places_365_train,base,0.782351
places_365_train,base,0.531273
places_365_train,base,0.467561
places_365_train,base,0.630507
places_365_train,base,0.377473
places_365_train,base,0.531927
places_365_train,base,0.632997
places_365_train,base,0.353225
places_365_train,base,0.609642
places_365_train,base,0.286355
places_365_train,base,0.363152
places_365_train,base,0.701345
places_365_train,base,0.528796
places_365_train,base,0.599563
places_365_train,base,0.468483
places_365_train,base,0.458454
places_365_train,base,0.615069
places_365_train,base,0.655612
places_365_train,base,0.650079
places_365_train,base,0.420472
places_365_train,base,0.598445
places_365_train,base,0.604002
places_365_train,base,0.561890
places_365_train,base,0.720373
places_365_train,base,0.587819
places_365_train,base,0.484880
places_365_train,base,0.482590
places_365_train,base,0.727998
places_365_train,base,0.550567
places_365_train,base,0.597238
places_365_train,base,0.506735
places_365_train,base,0.727463
places_365_train,base,0.582076
places_365_train,base,0.287889
places_365_train,base,0.432190
places_365_train,base,0.436785
places_365_train,base,0.731125
places_365_train,base,0.648487
places_365_train,base,0.490597
places_365_train,base,0.548737
places_365_train,base,0.495885
places_365_train,base,0.786088
places_365_train,base,0.647002
places_365_train,base,0.597426
places_365_train,base,0.352740
places_365_train,base,0.655472
places_365_train,base,0.353108
places_365_train,base,0.342849
places_365_train,base,0.417241
places_365_train,base,0.714118
places_365_train,base,0.338873
places_365_train,base,0.378038
places_365_train,base,0.294250
places_365_train,base,0.884837
places_365_train,base,0.338571
places_365_train,base,0.246406
places_365_train,base,0.481110
places_365_train,base,0.455326
places_365_train,base,0.655838
places_365_train,base,0.389935
places_365_train,base,0.417763
places_365_train,base,0.362695
places_365_train,base,0.494169
places_365_train,base,0.580787
places_365_train,base,0.520760
places_365_train,base,0.445658
places_365_train,base,0.619198
places_365_train,base,0.621614
places_365_train,base,0.358837
places_365_train,base,0.297924
places_365_train,base,0.322029
places_365_train,base,0.516362
places_365_train,base,0.377256
places_365_train,base,0.698665
places_365_train,base,0.349640
places_365_train,base,0.497593
places_365_train,base,0.322350
places_365_train,base,0.465582
places_365_train,base,0.317638
places_365_train,base,0.330577
places_365_train,base,0.331304
places_365_train,base,0.453472
places_365_train,base,0.670916
places_365_train,base,0.379177
places_365_train,base,0.386249
places_365_train,base,0.118153
places_365_train,base,0.548178
places_365_train,base,0.653885
places_365_train,base,0.251191
places_365_train,base,0.333958
places_365_train,base,0.379551
places_365_train,base,0.321104
places_365_train,base,0.369654
places_365_train,base,0.614397
places_365_train,base,0.488958
places_365_train,base,0.407623
places_365_train,base,0.598324
places_365_train,base,0.684905
places_365_train,base,0.416712
places_365_train,base,0.620774
places_365_train,base,0.289194
places_365_train,base,0.213650
places_365_train,base,0.353591
places_365_train,base,0.674925
places_365_train,repaint,0.287999
places_365_train,repaint,0.722865
places_365_train,repaint,0.699684
places_365_train,repaint,0.591625
places_365_train,repaint,0.650312
places_365_train,repaint,0.434432
places_365_train,repaint,0.351280
places_365_train,repaint,0.593556
places_365_train,repaint,0.499752
places_365_train,repaint,0.748873
places_365_train,repaint,0.757613
places_365_train,repaint,0.520536
places_365_train,repaint,0.466583
places_365_train,repaint,0.475993
places_365_train,repaint,0.448907
places_365_train,repaint,0.430395
places_365_train,repaint,0.573714
places_365_train,repaint,0.782736
places_365_train,repaint,0.665230
places_365_train,repaint,0.587943
places_365_train,repaint,0.627603
places_365_train,repaint,0.632865
places_365_train,repaint,0.625544
places_365_train,repaint,0.679131
places_365_train,repaint,0.718251
places_365_train,repaint,0.678489
places_365_train,repaint,0.529570
places_365_train,repaint,0.497137
places_365_train,repaint,0.623757
places_365_train,repaint,0.525441
places_365_train,repaint,0.342664
places_365_train,repaint,0.316458
places_365_train,repaint,0.359169
places_365_train,repaint,0.512237
places_365_train,repaint,0.700134
places_365_train,repaint,0.272188
places_365_train,repaint,0.361310
places_365_train,repaint,0.367602
places_365_train,repaint,0.311024
places_365_train,repaint,0.617036
places_365_train,repaint,0.688873
places_365_train,repaint,0.529720
places_365_train,repaint,0.476081
places_365_train,repaint,0.439764
places_365_train,repaint,0.627314
places_365_train,repaint,0.802535
places_365_train,repaint,0.698662
places_365_train,repaint,0.299989
places_365_train,repaint,0.513715
places_365_train,repaint,0.761578
places_365_train,repaint,0.581947
places_365_train,repaint,0.336710
places_365_train,repaint,0.473301
places_365_train,repaint,0.448216
places_365_train,repaint,0.698090
places_365_train,repaint,0.715502
places_365_train,repaint,0.841223
places_365_train,repaint,0.782385
places_365_train,repaint,0.606653
places_365_train,repaint,0.679762
places_365_train,repaint,0.464131
places_365_train,repaint,0.312642
places_365_train,repaint,0.651069
places_365_train,repaint,0.701587
places_365_train,repaint,0.499438
places_365_train,repaint,0.412758
places_365_train,repaint,0.519205
places_365_train,repaint,0.357125
places_365_train,repaint,0.195106
places_365_train,repaint,0.648175
places_365_train,repaint,0.705977
places_365_train,repaint,0.200769
places_365_train,repaint,0.725141
places_365_train,repaint,0.761778
places_365_train,repaint,0.497885
places_365_train,repaint,0.725743
places_365_train,repaint,0.655430
places_365_train,repaint,0.464684
places_365_train,repaint,0.276019
places_365_train,repaint,0.468780
places_365_train,repaint,0.604860
places_365_train,repaint,0.686304
places_365_train,repaint,0.706528
places_365_train,repaint,0.467005
places_365_train,repaint,0.731166
places_365_train,repaint,0.373665
places_365_train,repaint,0.684561
places_365_train,repaint,0.579562
places_365_train,repaint,0.732394
places_365_train,repaint,0.246260
places_365_train,repaint,0.489225
places_365_train,repaint,0.449748
places_365_train,repaint,0.781016
places_365_train,repaint,0.787390
places_365_train,repaint,0.437711
places_365_train,repaint,0.495851
places_365_train,repaint,0.615483
places_365_train,repaint,0.599170
places_365_train,repaint,0.709731
places_365_train,repaint,0.714929
places_365_train,repaint,0.397319
places_365_train,repaint,0.610510
places_365_train,repaint,0.751031
places_365_train,repaint,0.336922
places_365_train,repaint,0.478398
places_365_train,repaint,0.383655
places_365_train,repaint,0.829256
places_365_train,repaint,0.486198
places_365_train,repaint,0.489076
places_365_train,repaint,0.601511
places_365_train,repaint,0.444731
places_365_train,repaint,0.569121
places_365_train,repaint,1.019776
places_365_train,repaint,0.313146
places_365_train,repaint,0.743315
places_365_train,repaint,0.294216
places_365_train,repaint,0.714854
places_365_train,repaint,0.632014
places_365_train,repaint,0.532884
places_365_train,repaint,0.297146
places_365_train,repaint,0.688699
places_365_train,repaint,0.376186
places_365_train,repaint,0.623206
places_365_train,repaint,0.500175
places_365_train,repaint,0.650269
places_365_train,repaint,0.627238
places_365_train,repaint,0.449185
places_365_train,repaint,0.460688
places_365_train,repaint,0.577541
places_365_train,repaint,0.608018
places_365_train,repaint,0.664030
places_365_train,repaint,0.656281
places_365_train,repaint,0.650585
places_365_train,repaint,0.549907
places_365_train,repaint,0.541883
places_365_train,repaint,0.260562
places_365_train,repaint,0.966697
places_365_train,repaint,0.782089
places_365_train,repaint,0.515990
places_365_train,repaint,0.287635
places_365_train,repaint,0.599878
places_365_train,repaint,0.734234
places_365_train,repaint,0.368866
places_365_train,repaint,0.345349
places_365_train,repaint,0.848100
places_365_train,repaint,0.566373
places_365_train,repaint,0.540073
places_365_train,repaint,0.248378
places_365_train,repaint,0.209681
places_365_train,repaint,0.499117
places_365_train,repaint,0.883166
places_365_train,repaint,0.712560
places_365_train,repaint,0.407347
places_365_train,repaint,0.656712
places_365_train,repaint,0.670850
places_365_train,repaint,0.333562
places_365_train,repaint,0.355731
places_365_train,repaint,0.442467
places_365_train,repaint,0.137238
places_365_train,repaint,0.442351
places_365_train,repaint,0.270499
places_365_train,repaint,0.376027
places_365_train,repaint,0.456790
places_365_train,repaint,0.598868
places_365_train,repaint,0.712488
places_365_train,repaint,0.680803
places_365_train,repaint,0.409346
places_365_train,repaint,0.817684
places_365_train,repaint,0.706137
places_365_train,repaint,0.264655
places_365_train,repaint,0.469078
places_365_train,repaint,0.523054
places_365_train,repaint,0.540187
places_365_train,repaint,0.368898
places_365_train,repaint,0.295064
places_365_train,repaint,0.389405
places_365_train,repaint,0.790772
places_365_train,repaint,0.640338
places_365_train,repaint,0.783703
places_365_train,repaint,0.500963
places_365_train,repaint,0.380591
places_365_train,repaint,0.611436
places_365_train,repaint,0.625048
places_365_train,repaint,0.668589
places_365_train,repaint,0.516453
places_365_train,repaint,0.263549
places_365_train,repaint,0.695686
places_365_train,repaint,0.605822
places_365_train,repaint,0.545073
places_365_train,repaint,0.550463
places_365_train,repaint,0.588608
places_365_train,repaint,0.694094
places_365_train,repaint,0.619388
places_365_train,repaint,0.701694
places_365_train,repaint,0.619308
places_365_train,repaint,0.667802
places_365_train,repaint,0.622646
places_365_train,repaint,0.299015
places_365_train,repaint,0.770736
places_365_train,repaint,0.750574
places_365_train,repaint,0.462179
places_365_train,repaint,0.572235
places_365_train,repaint,0.811127
places_365_train,repaint,0.701187
places_365_train,repaint,0.583859
places_365_train,repaint,0.326813
places_365_train,repaint,0.660357
places_365_train,repaint,0.375673
places_365_train,repaint,0.766995
places_365_train,repaint,0.431657
places_365_train,repaint,0.542027
places_365_train,repaint,0.597635
places_365_train,repaint,0.417578
places_365_train,repaint,0.415844
places_365_train,repaint,0.375873
places_365_train,repaint,0.774368
places_365_train,repaint,0.710573
places_365_train,repaint,0.738222
places_365_train,repaint,0.176384
places_365_train,repaint,0.716090
places_365_train,repaint,0.589870
places_365_train,repaint,0.669022
places_365_train,repaint,0.485380
places_365_train,repaint,0.608967
places_365_train,repaint,0.492010
places_365_train,repaint,0.602574
places_365_train,repaint,0.261879
places_365_train,repaint,0.438778
places_365_train,repaint,0.796252
places_365_train,repaint,0.692099
places_365_train,repaint,0.638124
places_365_train,repaint,0.287218
places_365_train,repaint,0.456721
places_365_train,repaint,0.914715
places_365_train,repaint,0.299623
places_365_train,repaint,0.820838
places_365_train,repaint,0.763906
places_365_train,repaint,0.534011
places_365_train,repaint,0.404962
places_365_train,repaint,0.812572
places_365_train,repaint,0.678979
places_365_train,repaint,0.688466
places_365_train,repaint,0.616585
places_365_train,repaint,0.666374
places_365_train,repaint,0.775259
places_365_train,repaint,0.710416
places_365_train,repaint,0.683760
places_365_train,repaint,0.381281
places_365_train,repaint,0.382839
places_365_train,repaint,0.440813
places_365_train,repaint,0.272060
places_365_train,repaint,0.571085
places_365_train,repaint,0.649587
places_365_train,repaint,0.785780
places_365_train,repaint,0.728789
places_365_train,repaint,0.372668
places_365_train,repaint,0.284585
places_365_train,repaint,0.360890
places_365_train,repaint,0.283811
places_365_train,repaint,0.414962
places_365_train,repaint,0.816335
places_365_train,repaint,0.206785
places_365_train,repaint,0.384102
places_365_train,repaint,0.560417
places_365_train,repaint,0.746259
places_365_train,repaint,0.709344
places_365_train,repaint,0.383668
places_365_train,repaint,0.654072
places_365_train,repaint,0.730568
places_365_train,repaint,0.694988
places_365_train,repaint,0.689986
places_365_train,repaint,0.278861
places_365_train,repaint,0.630046
places_365_train,repaint,0.562509
places_365_train,repaint,0.299399
places_365_train,repaint,0.676938
places_365_train,repaint,0.759528
places_365_train,repaint,0.632068
places_365_train,repaint,0.654569
places_365_train,repaint,0.610568
places_365_train,repaint,0.318898
places_365_train,repaint,0.629798
places_365_train,repaint,0.187163
places_365_train,repaint,0.657689
places_365_train,repaint,0.660200
places_365_train,repaint,0.300158
places_365_train,repaint,0.367666
places_365_train,repaint,0.717416
places_365_train,repaint,0.636609
places_365_train,repaint,0.739600
places_365_train,repaint,0.478315
places_365_train,repaint,0.762168
places_365_train,repaint,0.623053
places_365_train,repaint,0.680888
places_365_train,repaint,0.770610
places_365_train,repaint,0.616457
places_365_train,repaint,0.323418
places_365_train,repaint,0.265313
places_365_train,repaint,0.398898
places_365_train,repaint,0.718810
places_365_train,repaint,0.620829
places_365_train,repaint,0.517398
places_365_train,repaint,0.496811
places_365_train,repaint,0.667958
places_365_train,repaint,0.569894
places_365_train,repaint,0.569598
places_365_train,repaint,0.316149
places_365_train,repaint,0.394260
places_365_train,repaint,0.665501
places_365_train,repaint,0.506083
places_365_train,repaint,0.669395
places_365_train,repaint,0.660551
places_365_train,repaint,0.423773
places_365_train,repaint,0.305741
places_365_train,repaint,0.703613
places_365_train,repaint,0.529592
places_365_train,repaint,0.730277
places_365_train,repaint,0.475619
places_365_train,repaint,0.730369
places_365_train,repaint,0.660677
places_365_train,repaint,0.529919
places_365_train,repaint,0.352154
places_365_train,repaint,0.718523
places_365_train,repaint,0.433220
places_365_train,repaint,0.375645
places_365_train,repaint,0.336075
places_365_train,repaint,0.545365
places_365_train,repaint,0.268724
places_365_train,repaint,0.381087
places_365_train,repaint,0.232508
places_365_train,repaint,0.473762
places_365_train,repaint,0.499936
places_365_train,repaint,0.641197
places_365_train,repaint,0.718741
places_365_train,repaint,0.636952
places_365_train,repaint,0.742682
places_365_train,repaint,0.532928
places_365_train,repaint,0.563286
places_365_train,repaint,0.276008
places_365_train,repaint,0.505757
places_365_train,repaint,0.547787
places_365_train,repaint,0.535026
places_365_train,repaint,0.391495
places_365_train,repaint,0.625314
places_365_train,repaint,0.226281
places_365_train,repaint,0.632290
places_365_train,repaint,0.289461
places_365_train,repaint,0.245898
places_365_train,repaint,0.468637
places_365_train,repaint,0.594589
places_365_train,repaint,0.424712
places_365_train,repaint,0.691013
places_365_train,repaint,0.519827
places_365_train,repaint,0.694805
places_365_train,repaint,0.521136
places_365_train,repaint,0.445445
places_365_train,repaint,0.784401
places_365_train,repaint,0.630087
places_365_train,repaint,0.447740
places_365_train,repaint,0.739669
places_365_train,repaint,0.468329
places_365_train,repaint,0.563360
places_365_train,repaint,0.498564
places_365_train,repaint,0.590699
places_365_train,repaint,0.763846
places_365_train,repaint,0.643712
places_365_train,repaint,0.638078
places_365_train,repaint,0.447348
places_365_train,repaint,0.633353
places_365_train,repaint,0.488918
places_365_train,repaint,0.621620
places_365_train,repaint,0.477051
places_365_train,repaint,0.473578
places_365_train,repaint,0.456445
places_365_train,repaint,0.526692
places_365_train,repaint,0.315914
